m3.started,m3.stopped,m2.started,m2.stopped,m1.started,m1.stopped,participant,session,window background color,date,expName,psychopyVersion,mov_order,
28.605564299970865,31.62466219998896,41.73375490005128,44.75290900003165,54.8617157000117,57.8809529999271,,,,,,,,
