m1.started,m1.stopped,m3.started,m3.stopped,m2.started,m2.stopped,participant,session,date,expName,psychopyVersion,mov_order,
41.19002670003101,46.22748080000747,48.89649820001796,53.917607200099155,57.05353850009851,62.074614400044084,,,,,,,
